video_id,gt_VCL,pred_VCL,VCL_error,gt_VSL,pred_VSL,VSL_error,gt_VAP,pred_VAP,VAP_error
CA130581 (1),1.6457,1.5547472005420544,0.09095279945794554,1.6457,1.5468266297860618,0.09887337021393816,1.6457,1.4887554525839315,0.15694454741606845
CA130581 (1),3.3908,0.7442602115981389,2.646539788401861,3.3908,0.7442395689076571,2.646560431092343,3.3908,0.37212062406649365,3.018679375933506
CA130581 (1),1.3281,1.1725394117886827,0.15556058821131735,1.0969,1.172537428514484,0.07563742851448407,0.5624,0.5862687460689519,0.02386874606895184
CA130581 (1),2.1009,1.0305471242447986,1.0703528757552017,1.3708,1.0134605713020195,0.3573394286979805,0.9041,0.9930324817431454,0.08893248174314539
CA130581 (1),2.1963,0.8878318803021366,1.3084681196978634,2.1963,0.8284590182151654,1.3678409817848345,2.1963,0.8665367182129545,1.3297632817870455
CA130581 (1),1.5614,0.7432356541919398,0.8181643458080601,0.8338,0.7115826795642016,0.12221732043579836,0.4476,0.7075301526727727,0.25993015267277275
CA130581 (1),2.5378,1.002418499183307,1.535381500816693,1.1794,1.0024117480098804,0.17698825199011958,0.6713,0.5012059441130703,0.17009405588692972
CA130581 (1),2.1838,0.8089522099020642,1.374847790097936,2.1838,0.7218177127683744,1.461982287231626,2.1838,0.7557402631775221,1.428059736822478
CA130581 (1),2.5227,1.366365505108293,1.156334494891707,2.5227,1.3589770812531052,1.1637229187468947,2.5227,1.2880305031580461,1.2346694968419538
CA130581 (1),1.1587,1.1410225659103643,0.017677434089635735,1.1587,0.8658817302630467,0.29281826973695335,1.1587,0.9625541203109246,0.1961458796890755
CA130581 (1),1.9039,0.798379151282799,1.1055208487172008,1.9039,0.7740596740165534,1.1298403259834466,1.9039,0.7775114192719117,1.1263885807280882
CA130581 (1),1.5291,0.9638711046481688,0.5652288953518311,1.5291,0.27257927362948964,1.2565207263705103,1.5291,0.7134450603914796,0.8156549396085203
CA130581 (1),1.7209,0.799249168842124,0.921650831157876,1.0725,0.7990355906922412,0.27346440930775884,0.5798,0.39952333439904997,0.18027666560095001
CA130581 (1),1.7855,0.7359428473454065,1.0495571526545935,1.638,0.5534515891808787,1.0845484108191212,0.8202,0.6936636739982279,0.12653632600177211
CA130581 (1),1.0193,0.7814894274024137,0.23781057259758642,1.0193,0.7749361778362459,0.24436382216375419,1.0193,0.7515641914275817,0.2677358085724184
CA130581 (1),1.0887,0.9538411433253144,0.13485885667468556,1.0887,0.9287291640818996,0.15997083591810035,1.0887,0.7306227936670506,0.35807720633294937
CA130581 (1),2.2138,1.332677781790006,0.881122218209994,2.2138,1.2736393328404247,0.9401606671595752,2.2138,1.1764725231410538,1.0373274768589462
CA281189 (1),2.746,0.4803116837171461,2.265688316282854,2.6563,0.4332243130092517,2.2230756869907484,1.3315,0.4590471928811674,0.8724528071188324
CA281189 (1),3.51,0.5836595917692529,2.9263404082307467,3.51,0.5833436672365084,2.9266563327634914,3.51,0.29167823629475453,3.2183217637052453
